Date,^AXJO,^BSESN,^GSPC,^HSI,^JKSE,^KLSE,^KS11,^N225,^NSEI,^NZ50,^STI,^TWII
2007-10-03,6660.0,17847.0390625,1539.5899658203125,27479.939453125,2451.5859375,1366.9599609375,2014.0899658203125,17199.890625,5210.7998046875,4327.8701171875,3754.6201171875,9700.0703125
2007-10-04,6566.89990234375,17777.140625,1542.8399658203125,26973.98046875,2473.155029296875,1369.8399658203125,2003.5999755859375,17092.490234375,5208.64990234375,4299.97998046875,3783.81005859375,9627.3896484375
2007-10-05,6605.39990234375,17773.359375,1557.5899658203125,27831.51953125,2500.5810546875,1372.3900146484375,1996.030029296875,17065.0390625,5185.85009765625,4284.0498046875,3822.6201171875,9617.259765625
2007-10-08,6654.2998046875,17491.390625,1552.5799560546875,27770.2890625,2523.700927734375,1364.1400146484375,2012.8199462890625,17065.0390625,5085.10009765625,4295.240234375,3820.31005859375,9717.169921875
2007-10-09,6677.7998046875,18280.240234375,1565.1500244140625,28228.0390625,2546.60791015625,1369.3900146484375,2014.1300048828125,17159.900390625,5327.25,4280.240234375,3865.75,9639.830078125
2007-10-10,6738.2998046875,18658.25,1562.469970703125,28569.330078125,2591.48291015625,1376.9300537109375,2041.1199951171875,17177.890625,5441.4501953125,4279.7900390625,3814.449951171875,9639.830078125
2007-10-11,6771.89990234375,18814.0703125,1554.4100341796875,29133.01953125,2638.212890625,1383.6099853515625,2058.85009765625,17458.98046875,5524.85009765625,4296.60986328125,3875.77001953125,9697.669921875
2007-10-12,6748.89990234375,18419.0390625,1561.800048828125,28838.369140625,2638.212890625,1375.25,2026.43994140625,17331.169921875,5428.25,4305.6201171875,3857.25,9496.4697265625
2007-10-15,6739.0,19058.669921875,1548.7099609375,29540.779296875,2638.212890625,1375.25,2035.3900146484375,17358.150390625,5670.39990234375,4325.08984375,3862.02001953125,9518.4501953125
2007-10-16,6692.0,19051.859375,1538.530029296875,28954.55078125,2638.212890625,1372.3800048828125,2005.760009765625,17137.919921875,5668.0498046875,4312.169921875,3810.719970703125,9592.4697265625
2007-10-17,6680.10009765625,18715.8203125,1541.239990234375,29298.7109375,2641.590087890625,1374.3900146484375,1983.93994140625,16955.310546875,5559.2998046875,4321.83984375,3839.72998046875,9562.16015625
2007-10-18,6767.7001953125,17998.390625,1540.0799560546875,29465.05078125,2616.739990234375,1376.3199462890625,2005.0899658203125,17106.08984375,5351.0,4313.14990234375,3809.68994140625,9637.0703125
2007-10-19,6706.2998046875,17559.98046875,1500.6300048828125,29465.05078125,2563.751953125,1370.1700439453125,1970.0999755859375,16814.369140625,5215.2998046875,4316.31005859375,3747.97998046875,9611.7197265625
2007-10-22,6577.2998046875,17613.990234375,1506.3299560546875,28373.630859375,2453.2109375,1350.81005859375,1903.81005859375,16438.470703125,5184.0,4316.31005859375,3642.639892578125,9360.6298828125
2007-10-23,6660.89990234375,18492.83984375,1519.5899658203125,29376.859375,2553.799072265625,1357.3299560546875,1947.97998046875,16450.580078125,5473.7001953125,4274.68994140625,3695.300048828125,9502.3896484375
